dossier_id,genre,age,zone,secteur,informel,personnes_a_charge,anciennete_activite_mois,chiffre_affaires,charges_activite,revenu_activite,flux_tresorerie_net,charges_perso,montant_demande,duree_mois,mensualite,taux_endettement,couverture_cashflow,epargne_mensuelle,regularite_epargne,participe_tontine,regularite_tontine,a_historique,nb_credits_anterieurs,nb_retards,deja_impaye,a_caution,capacite_caution,score_reputation,type_probleme,defaut,anciennete_membre_mois,endettement_externe_declare,montant_dernier_credit,type_credit,type_garantie,valeur_garantie,pertinence_saisonniere,croissance_ventes_pct,employeur_nom
BRK-2026-022727,M,55,rural,vente_vivres,1,4,46,893000,728000,165000,341305,107000,1000000,12,83333,0.505,4.0957,14000,0.567,0,0.0,1,1,0,0,0,0.0,0.774,aucun,0,43,,750000,,aucune,,neutre,23,
BRK-2026-022728,F,26,urbain,services,1,2,64,971000,315000,656000,18593,46000,400000,12,33333,0.0508,0.5578,14000,0.222,1,0.187,0,0,0,0,1,0.313,0.619,aucun,0,64,0,,,caution_solidaire,150000,favorable,7,
BRK-2026-022729,F,37,urbain,commerce_detail,1,3,32,1291000,1069000,222000,242838,26000,2000000,12,166667,0.7508,1.457,23000,0.285,0,0.0,1,4,1,0,1,0.789,0.543,impaye,1,,,1100000,,caution_solidaire,1550000,favorable,,
BRK-2026-022730,F,28,rural,quincaillerie_materiaux,0,0,73,516000,431000,85000,148464,55000,475000,12,39583,0.4657,3.7507,2000,0.438,1,0.983,1,2,1,0,1,0.39,0.687,aucun,0,33,,,btp_marche_public,caution_solidaire,350000,,1,Fictif Négoce Nakambé
BRK-2026-022731,F,50,urbain,quincaillerie_materiaux,0,5,65,3386000,3012000,374000,632178,68000,2200000,12,183333,0.4902,3.4482,9000,0.312,1,0.974,0,0,0,0,1,0.283,0.761,aucun,0,33,82000,,productif_fonds_roulement,caution_solidaire,1550000,,20,Fictif Atelier Bobo Artisans
BRK-2026-022732,M,34,rural,quincaillerie_materiaux,0,6,111,5841000,5206000,635000,873830,62000,4600000,12,383333,0.6037,2.2796,127000,0.745,1,0.617,1,1,1,0,1,0.427,0.879,aucun,0,111,1551000,,salarie_autre,foncier,3100000,neutre,,Fictif Groupe Wend-Panga
BRK-2026-022733,F,49,rural,commerce_detail,1,7,46,800000,681000,119000,88400,72000,475000,12,39583,0.3326,2.2333,1000,0.614,1,0.214,1,2,2,0,1,0.602,0.444,aucun,0,0,,,agricole,materiel,500000,,21,
BRK-2026-022734,M,38,urbain,services,1,5,48,256000,86000,170000,30641,38000,475000,18,26389,0.1552,1.1611,22000,0.303,0,0.0,0,0,0,0,0,0.0,0.579,aucun,0,43,0,,btp_marche_public,aucune,,,25,
BRK-2026-022735,F,43,rural,artisanat,0,1,66,3709000,1933000,1776000,853700,47000,3000000,12,250000,0.1408,3.4148,89000,0.861,0,0.0,1,2,0,1,0,0.0,0.864,aucun,0,21,0,1350000,btp_marche_public,aucune,,neutre,,
BRK-2026-022736,M,45,rural,quincaillerie_materiaux,0,3,48,247000,202000,45000,132285,64000,250000,12,20833,0.463,6.3498,0,0.839,0,0.0,1,2,0,0,1,0.054,0.692,aucun,0,29,0,,salarie_autre,foncier,275000,,-10,Fictif Faso Distribution
BRK-2026-022737,F,43,rural,services,0,3,39,148000,49000,99000,70935,62000,150000,12,12500,0.1263,5.6748,1000,0.899,1,0.914,0,0,0,0,1,0.495,0.697,aucun,0,39,0,,productif_equipement,domiciliation_salaire,150000,,-38,
BRK-2026-022738,F,39,rural,services,1,0,32,407000,135000,272000,160693,97000,300000,12,25000,0.0919,6.4277,10000,0.276,0,0.0,0,0,1,0,1,0.178,0.848,aucun,0,32,,,productif_immobilier,materiel,300000,,,
BRK-2026-022739,F,53,rural,quincaillerie_materiaux,1,3,60,2415000,2119000,296000,383975,82000,1300000,12,108333,0.366,3.5444,584000,0.208,0,0.0,0,0,0,0,1,0.128,0.887,aucun,0,6,387000,,productif_fonds_roulement,materiel,800000,,-68,
BRK-2026-022740,F,36,urbain,quincaillerie_materiaux,1,2,30,8831000,8412000,419000,137865,80000,1600000,12,133333,0.3182,1.034,3000,0.982,1,0.958,1,2,0,1,1,0.502,0.751,aucun,0,30,368000,,agricole,,,neutre,,
BRK-2026-022741,F,43,rural,vente_vivres,1,2,50,580000,497000,83000,8217,120000,325000,18,18056,0.2175,0.4551,4000,0.191,0,0.0,1,4,1,0,1,0.639,0.773,aucun,0,26,0,150000,productif_equipement,,,neutre,,
BRK-2026-022742,M,24,rural,quincaillerie_materiaux,0,2,34,1030000,917000,113000,72573,90000,400000,12,33333,0.295,2.1772,14000,0.96,1,0.048,0,0,0,0,1,0.273,0.836,aucun,0,7,0,,salarie_autre,materiel,,,1,Fictif Transport Kadiogo
BRK-2026-022743,F,42,urbain,commerce_detail,1,0,88,233000,222000,11000,65295,53000,150000,12,12500,1.1364,5.2236,28000,0.77,0,0.0,1,3,0,0,1,0.522,0.875,impaye,1,31,,150000,productif_fonds_roulement,aucune,,neutre,-3,
BRK-2026-022744,M,31,urbain,vente_vivres,0,3,52,90000,75000,15000,25027,65000,150000,9,16667,1.1111,1.5016,14000,0.609,1,0.357,1,3,0,0,1,0.675,0.778,retards,1,12,0,150000,productif_equipement,,225000,defavorable,47,
BRK-2026-022745,M,51,urbain,vente_vivres,0,3,70,547000,501000,46000,213094,72000,1150000,24,47917,1.0417,4.4471,4000,0.046,1,0.793,1,2,1,0,1,0.469,0.737,aucun,0,70,,700000,productif_equipement,caution_solidaire,1200000,favorable,2,
BRK-2026-022746,F,63,rural,commerce_detail,0,0,45,819000,660000,159000,152408,38000,500000,9,55556,0.3494,2.7433,18000,0.076,0,0.0,0,0,3,0,1,0.587,0.415,aucun,0,,0,,salarie_scolaire,,175000,neutre,,Fictif Coton Faso Services
BRK-2026-022747,F,44,rural,quincaillerie_materiaux,1,5,25,6529000,5281000,1248000,1541148,40000,4800000,12,400000,0.3205,3.8529,46000,0.896,0,0.0,1,3,0,0,1,0.639,0.85,retards,1,3,1873000,,productif_fonds_roulement,materiel,2600000,,5,
BRK-2026-022748,F,32,urbain,vente_vivres,0,3,50,271000,250000,21000,9161,105000,150000,12,12500,0.5952,0.7329,34000,0.736,0,0.0,1,3,0,0,1,0.275,0.838,aucun,0,43,0,150000,productif_fonds_roulement,caution_solidaire,175000,,,
BRK-2026-022749,F,43,urbain,vente_vivres,1,6,41,253000,241000,12000,124021,63000,150000,12,12500,1.0417,9.9217,1000,0.281,0,0.0,0,0,2,0,1,0.597,0.29,retards,1,32,16000,,agricole,materiel,175000,,,
BRK-2026-022750,F,30,urbain,quincaillerie_materiaux,0,1,47,1678000,1392000,286000,112815,34000,1150000,12,95833,0.3351,1.1772,18000,0.254,0,0.0,1,3,1,0,1,0.446,0.85,aucun,0,8,0,,productif_fonds_roulement,aucune,,neutre,,
BRK-2026-022751,M,39,urbain,commerce_detail,1,3,33,998000,823000,175000,131936,68000,650000,12,54167,0.3095,2.4357,2000,0.68,0,0.0,0,0,0,0,0,0.0,0.866,aucun,0,33,0,,productif_fonds_roulement,materiel,750000,,-1,
BRK-2026-022752,F,40,urbain,services,1,3,98,970000,297000,673000,136163,77000,400000,12,33333,0.0495,4.0849,2000,0.183,0,0.0,1,3,0,0,1,0.8,0.806,aucun,0,,0,225000,productif_fonds_roulement,caution_solidaire,150000,neutre,-2,
BRK-2026-022753,M,36,urbain,commerce_detail,0,2,40,5578000,5327000,251000,332727,62000,700000,12,58333,0.2324,5.7039,38000,0.959,0,0.0,0,0,0,0,0,0.0,0.899,aucun,0,24,260000,,productif_fonds_roulement,aucune,,neutre,,Fictif Atelier Bobo Artisans
BRK-2026-022754,F,41,urbain,services,0,1,66,12383000,3904000,8479000,1602753,102000,4600000,12,383333,0.0452,4.1811,15000,0.373,0,0.0,1,5,3,0,1,0.19,0.693,aucun,0,,,,productif_equipement,materiel,,,41,
BRK-2026-022755,M,39,rural,quincaillerie_materiaux,0,1,76,221000,216580,4420,50925,49000,150000,12,12500,2.8281,4.074,0,0.61,1,0.941,1,2,0,0,0,0.0,0.531,retards,1,,8000,150000,btp_marche_public,foncier,150000,neutre,19,
BRK-2026-022756,F,44,urbain,vente_vivres,0,2,42,90000,78000,12000,178616,74000,150000,12,12500,1.0417,14.2893,68000,0.612,1,0.541,0,0,0,0,1,0.562,0.683,aucun,0,,0,,salarie_scolaire,materiel,150000,neutre,56,Fictif Atelier Bobo Artisans
BRK-2026-022757,M,32,rural,quincaillerie_materiaux,0,3,71,4559000,4467820,91180,109302,59000,350000,6,58333,0.6398,1.8738,0,0.205,0,0.0,1,4,2,0,1,0.27,0.583,retards,1,64,,150000,salarie_autre,,200000,,-6,Fictif École Privée Sahel
BRK-2026-022758,F,33,rural,commerce_detail,1,1,100,179000,131000,48000,54996,71000,175000,12,14583,0.3038,3.7712,2000,0.078,0,0.0,1,2,0,0,0,0.0,0.699,aucun,0,,,,productif_equipement,,150000,favorable,,
BRK-2026-022759,F,43,rural,commerce_detail,1,3,27,500000,410000,90000,203812,52000,475000,18,26389,0.2932,7.7234,117000,0.24,1,0.857,1,3,1,0,1,0.383,0.546,aucun,0,6,60000,,productif_equipement,,,favorable,,
BRK-2026-022760,F,47,urbain,agriculture,1,5,36,1201000,829000,372000,194924,20000,425000,9,47222,0.1269,4.1278,5000,0.927,1,0.584,0,0,0,0,0,0.0,0.706,aucun,0,11,613000,,agricole,materiel,425000,defavorable,12,
BRK-2026-022761,F,25,urbain,services,0,3,51,785000,228000,557000,227360,39000,425000,6,70833,0.1272,3.2098,0,0.121,1,0.949,1,2,3,0,0,0.0,0.709,aucun,0,20,,200000,btp_marche_public,aucune,,favorable,,
BRK-2026-022762,M,29,urbain,commerce_detail,1,4,89,10149000,8168000,1981000,8111835,73000,15000000,18,833333,0.4207,9.7342,8000,0.34,1,0.764,1,1,0,0,1,0.382,0.577,aucun,0,89,1727000,6500000,productif_fonds_roulement,,21000000,,,
BRK-2026-022763,F,37,urbain,commerce_detail,1,1,52,124000,91000,33000,19201,61000,150000,12,12500,0.3788,1.5361,93000,0.309,0,0.0,1,1,1,1,1,0.657,0.889,aucun,0,52,0,150000,salarie_autre,caution_solidaire,225000,,,Fictif Négoce Nakambé
BRK-2026-022764,F,48,urbain,quincaillerie_materiaux,1,6,16,3721000,3147000,574000,150707,25000,2000000,12,166667,0.2904,0.9042,17000,0.994,0,0.0,1,2,2,0,0,0.0,0.893,aucun,0,,0,800000,agricole,aucune,,favorable,,
BRK-2026-022765,M,37,urbain,services,0,5,44,218000,74000,144000,80727,36000,150000,12,12500,0.0868,6.4582,31000,0.34,0,0.0,1,4,1,0,1,0.486,0.915,aucun,0,40,132000,150000,productif_fonds_roulement,caution_solidaire,150000,favorable,7,Fictif Groupe Wend-Panga
BRK-2026-022766,M,31,rural,vente_vivres,1,7,35,890000,725000,165000,402630,26000,1850000,24,77083,0.4672,5.2233,40000,0.347,1,0.955,1,3,1,0,1,0.578,0.66,aucun,0,30,0,,productif_immobilier,,1450000,,27,
BRK-2026-022767,F,51,rural,artisanat,1,3,25,177000,99000,78000,35222,50000,150000,9,16667,0.2137,2.1133,107000,0.709,0,0.0,1,3,0,0,1,0.305,0.921,aucun,0,14,0,,productif_fonds_roulement,,150000,,,
BRK-2026-022768,F,24,urbain,commerce_detail,1,2,53,1328000,1194000,134000,655997,79000,700000,18,38889,0.2902,16.8684,31000,0.366,1,0.76,1,3,0,0,1,0.384,0.833,aucun,0,,107000,275000,productif_fonds_roulement,caution_solidaire,450000,,40,
BRK-2026-022769,M,47,urbain,vente_vivres,0,4,41,90000,79000,11000,72101,47000,150000,12,12500,1.1364,5.7681,0,0.647,1,0.271,0,0,0,0,1,0.428,0.614,aucun,0,16,0,,salarie_autre,aucune,,,-1,Fictif Boulangerie Faso Or
BRK-2026-022770,F,33,urbain,services,1,0,60,642000,228000,414000,165454,60000,375000,12,31250,0.0755,5.2945,196000,0.421,0,0.0,0,0,0,0,1,0.553,0.681,aucun,0,,223000,,agricole,,,favorable,-11,
BRK-2026-022771,F,39,rural,agriculture,0,3,31,212000,105000,107000,158119,41000,200000,12,16667,0.1558,9.487,0,0.429,0,0.0,0,0,1,0,0,0.0,0.908,aucun,0,,,,agricole,materiel,,favorable,42,
BRK-2026-022772,F,34,urbain,commerce_detail,0,6,17,90000,82000,8000,224353,27000,150000,12,12500,1.5625,17.9482,34000,0.239,0,0.0,1,5,1,1,1,0.259,0.847,impaye,1,17,9000,150000,productif_fonds_roulement,,175000,neutre,47,
BRK-2026-022773,M,41,urbain,services,0,3,70,809000,262000,547000,41417,97000,850000,12,70833,0.1295,0.5847,54000,0.463,1,0.889,0,0,0,0,0,0.0,0.366,aucun,0,,,,salarie_scolaire,domiciliation_salaire,450000,defavorable,,Fictif Atelier Bobo Artisans
BRK-2026-022774,F,43,urbain,artisanat,1,2,44,7080000,4456000,2624000,683889,64000,5100000,12,425000,0.162,1.6092,10000,0.691,1,0.681,0,0,0,0,1,0.357,0.959,aucun,0,32,0,,productif_fonds_roulement,materiel,2200000,,33,
BRK-2026-022775,M,44,rural,commerce_detail,0,3,34,1643000,1422000,221000,59682,62000,650000,12,54167,0.2451,1.1018,35000,0.274,0,0.0,0,0,0,0,1,0.288,0.68,aucun,0,,0,,btp_marche_public,caution_solidaire,150000,neutre,38,
BRK-2026-022776,F,52,urbain,commerce_detail,0,3,11,3748000,2942000,806000,633833,20000,4200000,12,350000,0.4342,1.811,0,0.862,1,0.938,1,3,1,0,0,0.0,0.931,aucun,0,,0,,productif_fonds_roulement,aucune,,favorable,-1,
BRK-2026-022777,F,28,urbain,commerce_detail,0,4,20,138000,104000,34000,75388,20000,175000,12,14583,0.4289,5.1696,35000,0.661,0,0.0,1,4,1,0,1,0.393,0.876,aucun,0,5,,,productif_equipement,,150000,neutre,36,
BRK-2026-022778,M,38,urbain,artisanat,0,3,51,3872000,2111000,1761000,395145,47000,4600000,24,191667,0.1088,2.0616,0,0.44,0,0.0,0,0,0,0,0,0.0,0.827,aucun,0,34,0,,productif_fonds_roulement,foncier,4100000,defavorable,,Fictif Quincaillerie du Plateau
BRK-2026-022779,F,45,urbain,artisanat,0,7,36,4245000,2052000,2193000,281033,34000,2300000,12,191667,0.0874,1.4663,35000,0.802,1,0.914,1,4,0,0,0,0.0,0.676,aucun,0,33,0,1200000,,aucune,,neutre,,Fictif Quincaillerie du Plateau
BRK-2026-022780,M,37,rural,vente_vivres,1,3,56,1228000,987000,241000,45565,67000,650000,12,54167,0.2248,0.8412,24000,0.731,1,0.83,1,1,0,0,0,0.0,0.735,aucun,0,56,,225000,salarie_autre,,,,,Fictif Garage Cascades
BRK-2026-022781,F,41,urbain,vente_vivres,0,8,52,90000,69000,21000,20602,34000,225000,24,9375,0.4464,2.1975,19000,0.249,0,0.0,0,0,0,0,1,0.451,0.767,aucun,0,,0,,btp_marche_public,materiel,150000,,,
BRK-2026-022782,F,34,rural,commerce_detail,0,7,15,90000,71000,19000,7765,102000,150000,12,12500,0.6579,0.6212,1000,0.877,0,0.0,1,2,0,0,0,0.0,0.906,aucun,0,15,,150000,productif_fonds_roulement,materiel,,favorable,,Fictif Quincaillerie du Plateau
BRK-2026-022783,F,31,urbain,artisanat,0,5,34,433000,249000,184000,313870,73000,150000,6,25000,0.1359,12.5548,22000,0.065,0,0.0,0,0,4,0,0,0.0,0.794,aucun,0,34,0,,,aucune,,neutre,,Fictif Négoce Nakambé
BRK-2026-022784,F,41,urbain,commerce_detail,1,4,83,445000,374000,71000,67462,56000,300000,12,25000,0.3521,2.6985,5000,0.231,1,0.454,1,1,0,0,1,0.402,0.525,aucun,0,45,0,,productif_fonds_roulement,,,,,
BRK-2026-022785,F,20,urbain,services,1,3,23,581000,191000,390000,152633,79000,425000,12,35417,0.0908,4.3096,20000,0.994,1,0.764,0,0,2,0,0,0.0,0.732,aucun,0,23,0,,salarie_scolaire,,,,0,Fictif Groupe Wend-Panga
BRK-2026-022786,M,55,urbain,commerce_detail,1,1,36,155000,126000,29000,307242,75000,300000,18,16667,0.5747,18.4342,25000,0.094,1,0.584,1,2,1,0,1,0.527,0.687,aucun,0,35,45000,175000,,materiel,200000,favorable,22,
BRK-2026-022787,M,31,urbain,quincaillerie_materiaux,1,6,31,590000,545000,45000,27954,20000,150000,12,12500,0.2778,2.2363,4000,0.141,1,0.865,1,2,0,0,0,0.0,0.762,aucun,0,,,150000,,materiel,175000,,,
BRK-2026-022788,F,35,rural,commerce_detail,0,4,52,1039000,944000,95000,12245,58000,225000,12,18750,0.1974,0.6531,54000,0.862,0,0.0,1,1,0,0,1,0.55,0.933,aucun,0,12,,175000,productif_fonds_roulement,caution_solidaire,250000,,,
BRK-2026-022789,F,32,rural,quincaillerie_materiaux,1,3,32,90000,81000,9000,68375,20000,150000,18,8333,0.9259,8.2053,6000,0.575,0,0.0,0,0,0,0,0,0.0,0.526,aucun,0,14,5000,,productif_equipement,,,,,
BRK-2026-022790,F,45,urbain,vente_vivres,1,4,18,368000,322000,46000,25390,40000,375000,24,15625,0.3397,1.625,23000,0.549,1,0.269,0,0,0,0,1,0.378,0.825,aucun,0,14,,,productif_immobilier,,,favorable,6,
BRK-2026-022791,M,35,urbain,services,1,4,49,758000,242000,516000,214572,52000,1350000,18,75000,0.1453,2.861,1000,0.994,1,0.49,1,4,0,0,0,0.0,0.89,aucun,0,,65000,,productif_immobilier,aucune,,,,
BRK-2026-022792,F,37,urbain,commerce_detail,1,2,44,1162000,959000,203000,345061,68000,2000000,24,83333,0.4105,4.1407,0,0.859,0,0.0,0,0,0,0,1,0.314,0.671,aucun,0,4,,,productif_immobilier,caution_solidaire,750000,,17,
BRK-2026-022793,M,45,urbain,commerce_detail,1,1,43,279000,225000,54000,22070,62000,275000,12,22917,0.4244,0.963,9000,0.628,1,0.986,0,0,1,0,1,0.372,0.61,impaye,1,40,87000,,productif_fonds_roulement,caution_solidaire,300000,,,
BRK-2026-022794,M,51,rural,commerce_detail,0,3,52,2289000,1976000,313000,1221781,55000,6400000,24,266667,0.852,4.5817,71000,0.354,1,0.882,1,2,1,1,0,0.0,0.709,impaye,1,1,,3900000,productif_fonds_roulement,aucune,,,-7,
BRK-2026-022795,M,46,urbain,artisanat,0,3,112,474000,245000,229000,42601,64000,300000,12,25000,0.1092,1.704,16000,0.808,1,0.587,1,3,0,0,0,0.0,0.851,aucun,0,112,0,150000,salarie_autre,aucune,,neutre,-14,Fictif Atelier Bobo Artisans
BRK-2026-022796,F,25,urbain,artisanat,0,3,77,273000,170000,103000,42162,87000,150000,12,12500,0.1214,3.373,0,0.441,1,0.485,1,1,1,0,0,0.0,0.794,aucun,0,,0,150000,salarie_scolaire,foncier,150000,,23,Fictif Négoce Nakambé
BRK-2026-022797,F,43,urbain,quincaillerie_materiaux,1,1,29,750000,651000,99000,74750,59000,400000,12,33333,0.3367,2.2425,9000,0.385,0,0.0,0,0,0,0,1,0.664,0.579,aucun,0,26,,,btp_marche_public,caution_solidaire,375000,,14,
BRK-2026-022798,F,47,urbain,commerce_detail,0,5,41,796000,766000,30000,27027,60000,150000,12,12500,0.4167,2.1622,11000,0.225,0,0.0,0,0,2,0,0,0.0,0.897,aucun,0,28,0,,productif_equipement,aucune,,,-14,Fictif École Privée Sahel
BRK-2026-022799,F,30,urbain,commerce_detail,0,6,20,840000,644000,196000,336934,48000,1350000,24,56250,0.287,5.9899,9000,0.629,0,0.0,1,2,1,0,0,0.0,0.657,aucun,0,20,0,,productif_equipement,aucune,,favorable,22,
BRK-2026-022800,M,41,urbain,commerce_detail,0,4,24,235000,218000,17000,72953,97000,150000,12,12500,0.7353,5.8362,0,0.703,0,0.0,1,3,1,1,1,0.403,0.651,retards,1,9,0,150000,productif_fonds_roulement,,175000,,,
BRK-2026-022801,M,33,urbain,quincaillerie_materiaux,1,1,25,1480000,1290000,190000,149624,20000,2600000,24,108333,0.5702,1.3811,61000,0.551,0,0.0,1,4,0,0,1,0.564,0.518,impaye,1,25,350000,,productif_equipement,,1050000,,,
BRK-2026-022802,F,24,rural,vente_vivres,1,5,24,90000,67000,23000,80867,47000,150000,12,12500,0.5435,6.4694,1000,0.788,0,0.0,1,5,3,0,1,0.636,0.577,impaye,1,,0,150000,salarie_scolaire,aucune,,,-55,Fictif Atelier Bobo Artisans
BRK-2026-022803,F,32,rural,commerce_detail,0,0,48,880000,701000,179000,125298,20000,750000,12,62500,0.3492,2.0048,3000,0.854,1,0.476,1,3,1,0,1,0.541,0.421,aucun,0,8,0,275000,productif_fonds_roulement,caution_solidaire,500000,,24,
BRK-2026-022804,F,44,rural,services,1,5,43,2922000,891000,2031000,203168,107000,1350000,12,112500,0.0554,1.8059,7000,0.947,1,0.672,0,0,0,0,1,0.379,0.838,aucun,0,,0,,productif_fonds_roulement,,,,-9,
BRK-2026-022805,F,51,rural,vente_vivres,1,2,50,4456000,4043000,413000,631018,54000,3300000,12,275000,0.6659,2.2946,12000,0.696,0,0.0,0,0,0,0,1,0.401,0.518,aucun,0,38,0,,salarie_scolaire,,2400000,,18,Fictif École Privée Sahel
BRK-2026-022806,F,33,rural,commerce_detail,1,1,45,90000,72000,18000,123661,66000,150000,9,16667,0.9259,7.4195,6000,0.721,0,0.0,0,0,0,0,1,0.812,0.731,aucun,0,,,,productif_fonds_roulement,aucune,,,,
BRK-2026-022807,F,33,rural,commerce_detail,1,4,74,1643000,1363000,280000,32848,59000,650000,12,54167,0.1935,0.6064,0,0.916,1,0.446,1,4,1,0,1,0.923,0.649,aucun,0,15,278000,,productif_immobilier,aucune,,favorable,,
BRK-2026-022808,F,37,rural,vente_vivres,0,0,28,318000,274000,44000,41613,61000,175000,12,14583,0.3314,2.8535,7000,0.942,1,0.931,0,0,0,0,1,0.113,0.848,impaye,1,28,63000,,productif_equipement,domiciliation_salaire,150000,,-34,
BRK-2026-022809,F,22,rural,commerce_detail,0,4,58,109000,102000,7000,37933,38000,150000,12,12500,1.7857,3.0346,21000,0.417,1,0.302,0,0,0,0,1,0.605,0.643,retards,1,48,,,productif_fonds_roulement,,200000,neutre,-13,
BRK-2026-022810,F,39,urbain,artisanat,1,6,38,317000,168000,149000,30327,20000,150000,12,12500,0.0839,2.4262,8000,0.221,0,0.0,0,0,0,0,0,0.0,0.817,aucun,0,38,0,,productif_fonds_roulement,aucune,,,-14,
BRK-2026-022811,F,38,urbain,services,1,1,53,522000,150000,372000,174930,20000,350000,9,38889,0.1045,4.4982,58000,0.162,1,0.728,0,0,0,0,0,0.0,0.759,aucun,0,40,166000,,btp_marche_public,caution_solidaire,350000,neutre,,
BRK-2026-022812,F,43,urbain,commerce_detail,0,2,67,722000,604000,118000,37730,31000,300000,12,25000,0.2119,1.5092,0,0.508,1,0.303,1,1,0,0,0,0.0,0.723,aucun,0,,0,,productif_fonds_roulement,aucune,,favorable,-13,
BRK-2026-022813,F,37,urbain,vente_vivres,0,1,37,175000,154000,21000,28217,89000,150000,12,12500,0.5952,2.2574,13000,0.192,0,0.0,1,4,1,0,0,0.0,0.589,aucun,0,37,,150000,btp_marche_public,aucune,,,27,
BRK-2026-022814,F,38,rural,commerce_detail,0,2,49,6010000,5478000,532000,386814,72000,2600000,12,216667,0.4073,1.7853,614000,0.118,1,0.257,1,1,0,0,1,0.295,0.89,aucun,0,24,359000,,productif_fonds_roulement,aucune,,neutre,,
BRK-2026-022815,M,42,urbain,commerce_detail,1,2,66,332000,286000,46000,8851,67000,175000,12,14583,0.317,0.6069,39000,0.66,0,0.0,1,2,0,0,0,0.0,0.735,aucun,0,34,0,150000,productif_equipement,materiel,200000,,10,
BRK-2026-022816,F,45,rural,commerce_detail,1,3,44,90000,71000,19000,38545,24000,150000,12,12500,0.6579,3.0836,5000,0.863,1,0.73,0,0,1,0,0,0.0,0.821,aucun,0,39,,,salarie_autre,,,defavorable,21,Fictif Garage Cascades
BRK-2026-022817,F,28,urbain,commerce_detail,1,0,82,99000,79000,20000,16569,40000,175000,18,9722,0.4861,1.7043,5000,0.869,1,0.914,0,0,0,0,1,0.652,0.507,aucun,0,24,13000,,productif_equipement,caution_solidaire,150000,neutre,19,
BRK-2026-022818,M,39,urbain,vente_vivres,0,0,43,194000,152000,42000,84957,99000,400000,24,16667,0.3968,5.0973,25000,0.533,0,0.0,0,0,0,0,1,0.796,0.821,aucun,0,6,0,,productif_fonds_roulement,materiel,,,-33,
BRK-2026-022819,F,37,rural,vente_vivres,0,6,39,110000,99000,11000,20975,126000,150000,12,12500,1.1364,1.678,1000,0.894,0,0.0,1,3,0,1,0,0.0,0.633,retards,1,1,,150000,,,150000,,,Fictif Coton Faso Services
BRK-2026-022820,F,40,rural,commerce_detail,0,0,24,385000,330000,55000,14714,50000,150000,6,25000,0.4545,0.5886,6000,0.95,0,0.0,0,0,2,0,0,0.0,0.789,aucun,0,16,,,salarie_autre,materiel,150000,favorable,,Fictif Atelier Bobo Artisans
BRK-2026-022821,M,20,urbain,vente_vivres,1,1,44,1552000,1435000,117000,82706,92000,2000000,24,83333,0.7122,0.9925,6000,0.297,0,0.0,1,2,0,0,0,0.0,0.83,aucun,0,44,0,1000000,productif_equipement,aucune,,,,
BRK-2026-022822,F,40,urbain,agriculture,0,2,40,143000,83000,60000,97055,20000,175000,12,14583,0.243,6.6554,0,0.553,1,0.79,1,4,0,0,1,0.23,0.919,aucun,0,16,0,150000,agricole,caution_solidaire,200000,favorable,,
BRK-2026-022823,F,51,urbain,vente_vivres,1,4,109,951000,828000,123000,148468,46000,275000,12,22917,0.1863,6.4785,48000,0.49,1,0.885,1,1,0,0,0,0.0,0.646,aucun,0,6,117000,150000,salarie_scolaire,domiciliation_salaire,150000,,,Fictif Garage Cascades
BRK-2026-022824,F,53,urbain,artisanat,0,2,28,2283000,1450000,833000,169299,68000,800000,12,66667,0.08,2.5395,3000,0.936,0,0.0,0,0,0,0,0,0.0,0.867,aucun,0,4,,,productif_fonds_roulement,aucune,,,62,
BRK-2026-022825,F,42,urbain,commerce_detail,1,2,28,1010000,836000,174000,590003,90000,1300000,12,108333,0.6226,5.4462,27000,0.784,0,0.0,0,0,2,0,1,0.644,0.701,aucun,0,,122000,,agricole,materiel,,,-7,
BRK-2026-022826,F,26,urbain,commerce_detail,1,3,69,2297000,2135000,162000,71476,67000,325000,6,54167,0.3344,1.3195,25000,0.303,0,0.0,1,3,1,0,1,0.736,0.763,aucun,0,32,0,,productif_fonds_roulement,foncier,325000,,,
BRK-2026-022827,M,40,rural,vente_vivres,1,1,16,1165000,1059000,106000,52281,71000,300000,9,33333,0.3145,1.5684,21000,0.949,0,0.0,0,0,0,0,0,0.0,0.723,aucun,0,13,,,productif_immobilier,caution_solidaire,150000,,,
BRK-2026-022828,F,20,urbain,commerce_detail,0,3,104,90000,76000,14000,25820,20000,150000,12,12500,0.8929,2.0656,59000,0.801,1,0.252,1,3,1,0,0,0.0,0.802,aucun,0,,0,150000,productif_equipement,aucune,,neutre,,
BRK-2026-022829,M,42,urbain,agriculture,0,5,40,7124000,4306000,2818000,1179523,96000,11500000,24,479167,0.17,2.4616,70000,0.995,0,0.0,1,2,0,0,1,0.93,0.674,aucun,0,,1871000,4000000,agricole,aucune,,neutre,-14,Fictif Boulangerie Faso Or
BRK-2026-022830,F,27,urbain,services,1,3,29,334000,105000,229000,36796,83000,400000,12,33333,0.1456,1.1039,4000,0.994,1,0.733,1,2,0,0,0,0.0,0.58,aucun,0,20,0,175000,productif_fonds_roulement,aucune,,,2,
BRK-2026-022831,F,32,rural,commerce_detail,1,2,32,383000,328000,55000,67508,26000,225000,12,18750,0.3409,3.6004,26000,0.464,1,0.892,0,0,0,0,0,0.0,0.365,aucun,0,32,84000,,productif_equipement,aucune,,,,
