genre,age,zone,secteur,informel,personnes_a_charge,anciennete_activite_mois,chiffre_affaires,charges_activite,revenu_activite,flux_tresorerie_net,charges_perso,montant_demande,duree_mois,mensualite,taux_endettement,couverture_cashflow,epargne_mensuelle,regularite_epargne,participe_tontine,regularite_tontine,a_historique,nb_credits_anterieurs,nb_retards,deja_impaye,a_caution,capacite_caution,score_reputation,type_probleme,defaut
F,40,rural,vente_vivres,1,1,33,2639000,2423000,216000,188000,52000,1693000,12,166500,0.771,1.129,24000,0.467,1,0.414,0,0,0,0,1,0.898,0.722,aucun,0
F,20,urbain,quincaillerie_materiaux,1,2,76,14856000,12548000,2308000,2172000,67000,6885000,12,677000,0.293,3.208,121000,0.403,1,0.533,1,4,1,0,1,0.621,0.659,aucun,0
F,26,rural,quincaillerie_materiaux,0,3,11,439000,405000,34000,26000,20000,187000,12,18400,0.541,1.413,3000,0.336,1,0.646,1,6,1,0,1,0.468,0.947,aucun,0
F,29,urbain,commerce_detail,1,4,53,22749000,19913000,2836000,2588000,99000,10051000,12,988300,0.348,2.619,141000,0.299,1,0.848,1,0,1,0,1,0.276,0.732,aucun,0
F,46,urbain,vente_vivres,1,2,74,891000,761000,130000,125000,57000,936000,12,92000,0.708,1.359,10000,0.641,1,0.773,1,2,1,0,0,0,0.509,impaye,1
F,45,rural,commerce_detail,1,4,25,499000,446000,53000,43000,38000,238000,6,46800,0.883,0.919,9000,0.733,1,0.81,1,1,0,0,1,0.262,0.756,aucun,0
F,35,rural,artisanat,1,1,29,1360000,797000,563000,448000,68000,856000,12,84200,0.15,5.321,47000,0.855,0,0,0,0,0,0,1,0.379,0.718,aucun,0
F,33,urbain,agriculture,0,4,77,300000,192000,108000,97000,79000,249000,9,32600,0.302,2.975,16000,0.518,1,0.518,1,1,0,0,1,0.527,0.685,aucun,0
F,44,rural,commerce_detail,1,6,53,332000,265000,67000,61000,42000,265000,12,26100,0.39,2.337,2000,0.763,1,0.567,1,0,2,0,1,0.564,0.828,aucun,0
M,28,rural,commerce_detail,1,1,55,5529000,4796000,733000,646000,34000,5006000,12,492300,0.672,1.312,104000,0.12,0,0,0,0,0,0,0,0,0.971,aucun,0
M,42,rural,commerce_detail,1,4,32,658000,574000,84000,70000,68000,377000,12,37100,0.442,1.887,8000,0.795,1,0.542,1,2,1,0,1,0.936,0.529,aucun,0
M,41,rural,vente_vivres,0,1,31,1027000,847000,180000,157000,35000,547000,12,53800,0.299,2.918,12000,0.948,1,0.856,1,3,2,0,1,0.165,0.62,aucun,0
F,36,urbain,artisanat,0,5,32,1647000,882000,765000,645000,91000,1115000,12,109600,0.143,5.885,79000,0.926,1,0.769,1,1,3,0,1,0.476,0.873,aucun,0
F,42,urbain,vente_vivres,0,1,30,160000,129000,31000,26000,23000,150000,24,7400,0.239,3.513,2000,0.566,1,0.617,1,3,1,0,1,0.366,0.842,aucun,0
F,39,urbain,commerce_detail,0,1,33,617000,523000,94000,84000,50000,676000,24,33200,0.353,2.53,14000,0.512,1,0.925,0,0,0,0,0,0,0.76,aucun,0
M,42,urbain,commerce_detail,0,3,49,73677000,62773000,10904000,9472000,72000,55206000,12,5428600,0.498,1.745,1549000,0.524,0,0,1,4,0,0,1,0.596,0.708,aucun,0
M,26,rural,commerce_detail,1,6,30,360000,317000,43000,38000,124000,325000,12,32000,0.744,1.187,2000,0.295,0,0,0,0,0,0,1,0.725,0.939,aucun,0
M,44,urbain,artisanat,1,3,19,325000,148000,177000,133000,74000,337000,12,33100,0.187,4.018,14000,0.45,0,0,1,3,0,0,1,0.768,0.36,aucun,0
M,47,urbain,quincaillerie_materiaux,0,4,71,89000,74000,15000,14000,20000,150000,18,9800,0.653,1.428,0,0.574,1,0.83,0,0,0,0,1,0.476,0.537,aucun,0
F,41,urbain,quincaillerie_materiaux,1,2,25,651000,536000,115000,88000,55000,303000,18,19900,0.173,4.422,0,0.225,1,0.829,1,4,2,0,1,0.367,0.778,aucun,0
M,43,urbain,commerce_detail,0,2,29,15145000,13530000,1615000,1311000,77000,3828000,12,376400,0.233,3.483,86000,0.59,0,0,1,2,0,0,1,0.44,0.808,aucun,0
M,37,urbain,artisanat,1,6,16,977000,555000,422000,418000,110000,995000,12,97800,0.232,4.274,43000,0.539,1,0.913,0,0,0,0,1,0.343,0.676,aucun,0
F,46,rural,commerce_detail,1,1,42,247000,200000,47000,49000,53000,150000,24,7400,0.157,6.621,6000,0.512,1,0.83,1,1,2,0,1,0.445,0.719,aucun,0
M,39,urbain,artisanat,0,5,25,593000,269000,324000,339000,88000,441000,12,43400,0.134,7.811,55000,0.331,1,0.675,0,0,0,0,1,0.528,0.89,aucun,0
F,28,urbain,artisanat,1,4,19,721000,340000,381000,353000,84000,476000,12,46800,0.123,7.543,29000,0.501,1,0.61,1,0,1,0,1,0.592,0.873,aucun,0
M,45,urbain,vente_vivres,1,1,60,624000,553000,71000,59000,64000,556000,9,72900,1.027,0.809,0,0.597,0,0,1,2,3,0,0,0,0.903,impaye,1
M,23,rural,artisanat,1,3,89,235000,132000,103000,103000,69000,150000,12,14800,0.144,6.959,12000,0.771,1,0.254,1,3,0,0,1,0.321,0.856,aucun,0
F,41,urbain,commerce_detail,0,4,27,11929000,10356000,1573000,1487000,72000,3106000,12,305400,0.194,4.869,59000,0.843,1,0.37,0,0,0,0,1,0.3,0.773,aucun,0
M,35,urbain,quincaillerie_materiaux,1,3,53,299000,254000,45000,47000,36000,166000,9,21800,0.484,2.156,5000,0.87,0,0,1,1,0,0,0,0,0.671,aucun,0
F,34,urbain,commerce_detail,1,3,44,122000,102000,20000,18000,20000,150000,12,14800,0.74,1.216,2000,0.801,0,0,1,0,1,1,1,0.183,0.916,aucun,0
M,40,urbain,vente_vivres,1,1,40,1066000,933000,133000,121000,45000,634000,12,62300,0.468,1.942,7000,0.948,1,0.579,1,2,2,1,1,0.513,0.506,impaye,1
M,32,rural,commerce_detail,0,5,18,673000,542000,131000,100000,97000,324000,12,31900,0.244,3.135,7000,0.332,1,0.693,1,1,1,1,1,0.52,0.752,retards,1
M,43,rural,commerce_detail,1,2,42,988000,805000,183000,148000,50000,328000,12,32300,0.177,4.582,11000,0.718,0,0,1,0,1,0,1,0.49,0.704,aucun,0
M,39,rural,commerce_detail,1,3,54,379000,302000,77000,73000,59000,150000,18,9800,0.127,7.448,2000,0.813,1,0.655,1,1,2,0,1,0.169,0.767,aucun,0
F,32,rural,commerce_detail,0,2,103,1017000,880000,137000,144000,72000,1042000,12,102500,0.748,1.405,17000,0.373,1,0.491,1,1,1,0,0,0,0.591,aucun,0
F,50,urbain,quincaillerie_materiaux,0,3,12,1424000,1259000,165000,147000,65000,436000,12,42900,0.26,3.426,12000,0.563,1,0.928,0,0,0,0,0,0,0.84,aucun,0
F,40,urbain,vente_vivres,1,2,53,2652000,2263000,389000,295000,52000,1558000,6,306400,0.788,0.963,50000,0.385,0,0,0,0,0,0,1,0.092,0.845,aucun,0
F,44,urbain,commerce_detail,1,1,40,1193000,1012000,181000,157000,50000,378000,12,37200,0.206,4.22,19000,0.76,0,0,1,3,3,1,1,0.496,0.913,aucun,0
F,51,urbain,agriculture,1,1,33,828000,488000,340000,268000,34000,285000,12,28000,0.082,9.571,14000,0.807,1,0.429,0,0,0,0,1,0.292,0.763,aucun,0
F,51,urbain,artisanat,0,2,72,185000,118000,67000,70000,49000,150000,24,7400,0.11,9.458,4000,0.649,0,0,0,0,0,0,1,0.679,0.447,aucun,0
F,43,urbain,commerce_detail,1,2,27,545000,475000,70000,55000,45000,564000,9,73900,1.056,0.744,12000,0.847,1,0.907,0,0,0,0,1,0.562,0.767,aucun,0
F,35,urbain,vente_vivres,0,4,88,178000,146000,32000,25000,30000,150000,12,14800,0.462,1.689,2000,0.904,1,0.599,1,3,1,0,0,0,0.927,impaye,1
M,25,urbain,quincaillerie_materiaux,0,2,11,298000,273000,25000,22000,20000,263000,12,25900,1.036,0.849,1000,0.733,1,0.544,0,0,0,0,0,0,0.76,aucun,0
F,40,rural,services,0,1,30,3146000,939000,2207000,2014000,49000,2874000,12,282600,0.128,7.127,256000,0.492,0,0,0,0,0,0,1,0.511,0.9,aucun,0
M,48,rural,vente_vivres,1,1,61,250000,214000,36000,35000,46000,199000,12,19600,0.544,1.786,2000,0.662,1,0.815,0,0,0,0,0,0,0.93,aucun,0
F,41,rural,services,0,4,41,82000,27000,55000,47000,66000,150000,9,19700,0.358,2.386,5000,0.187,0,0,1,2,1,0,1,0.511,0.397,aucun,0
F,20,urbain,commerce_detail,0,2,25,28013000,24516000,3497000,3564000,66000,11448000,12,1125700,0.322,3.166,130000,0.638,0,0,1,0,0,0,0,0,0.448,aucun,0
F,46,urbain,commerce_detail,0,3,27,337000,269000,68000,63000,43000,150000,12,14800,0.218,4.256,0,0.284,1,0.938,1,1,1,0,0,0,0.574,aucun,0
F,46,rural,services,1,2,48,13969000,3719000,10250000,7833000,66000,8907000,12,875900,0.085,8.943,1079000,0.373,1,0.549,0,0,0,0,0,0,0.69,aucun,0
F,35,rural,quincaillerie_materiaux,0,3,23,221000,204000,17000,13000,20000,156000,18,10200,0.6,1.274,1000,0.74,1,0.638,1,4,0,1,1,0.374,0.724,aucun,0
F,47,urbain,artisanat,0,2,78,416000,277000,139000,124000,57000,236000,24,11600,0.083,10.689,10000,0.412,1,0.686,0,0,0,0,1,0.183,0.551,aucun,0
F,44,urbain,commerce_detail,0,4,35,1650000,1447000,203000,179000,80000,1705000,9,223500,1.101,0.801,34000,0.415,1,0.678,0,0,0,0,0,0,0.927,impaye,1
F,32,urbain,commerce_detail,1,2,34,194000,155000,39000,35000,33000,150000,12,14800,0.379,2.365,2000,0.276,1,0.214,1,0,0,0,1,0.168,0.653,retards,1
M,49,rural,commerce_detail,1,5,45,517000,440000,77000,59000,92000,539000,24,26500,0.344,2.226,8000,0.648,0,0,1,3,1,0,1,0.561,0.59,aucun,0
F,27,rural,commerce_detail,1,2,16,765000,638000,127000,97000,77000,466000,12,45800,0.361,2.118,19000,0.753,0,0,1,4,1,1,0,0,0.495,aucun,0
M,37,urbain,commerce_detail,0,0,41,324000,256000,68000,52000,25000,310000,12,30500,0.449,1.705,6000,0.571,0,0,1,2,5,0,1,0.615,0.689,aucun,0
F,37,urbain,vente_vivres,0,5,112,734000,594000,140000,136000,94000,419000,12,41200,0.294,3.301,19000,0.862,0,0,1,2,2,0,1,0.626,0.74,aucun,0
M,31,urbain,vente_vivres,0,4,35,605000,546000,59000,55000,36000,412000,18,27000,0.458,2.037,6000,0.325,1,0.685,1,1,2,0,1,0.264,0.753,aucun,0
M,41,urbain,quincaillerie_materiaux,1,2,40,941000,781000,160000,127000,62000,786000,18,51500,0.322,2.466,10000,0.925,0,0,1,2,1,0,1,0.381,0.354,aucun,0
M,50,rural,vente_vivres,1,2,56,2859000,2380000,479000,421000,74000,1866000,12,183500,0.383,2.294,78000,0.582,1,0.862,0,0,0,0,1,0.666,0.955,aucun,0
M,49,urbain,commerce_detail,0,3,77,5803000,4631000,1172000,1211000,72000,5762000,12,566600,0.483,2.137,79000,0.508,1,0.511,1,2,1,0,0,0,0.796,aucun,0
F,45,urbain,services,0,5,41,885000,304000,581000,448000,99000,625000,12,61500,0.106,7.284,48000,0.266,1,0.282,0,0,0,0,0,0,0.614,aucun,0
F,23,urbain,commerce_detail,1,6,33,544000,474000,70000,56000,60000,150000,9,19700,0.281,2.842,8000,0.612,0,0,0,0,0,0,1,0.877,0.848,aucun,0
F,26,rural,artisanat,1,5,60,869000,444000,425000,368000,110000,807000,18,52900,0.124,6.956,45000,0.794,0,0,1,1,0,0,0,0,0.906,aucun,0
M,39,urbain,commerce_detail,0,7,23,490000,428000,62000,51000,54000,328000,6,64500,1.04,0.791,6000,0.553,0,0,0,0,0,0,1,0.555,0.339,retards,1
M,38,urbain,vente_vivres,1,2,76,155000,127000,28000,22000,26000,150000,12,14800,0.529,1.486,3000,0.522,1,0.75,1,1,1,0,1,0.238,0.771,aucun,0
F,34,rural,artisanat,1,4,64,574000,305000,269000,280000,92000,301000,12,29600,0.11,9.459,34000,0.574,0,0,1,2,0,0,0,0,0.902,aucun,0
M,55,rural,quincaillerie_materiaux,1,2,59,1498000,1268000,230000,225000,58000,1264000,18,82900,0.36,2.714,22000,0.392,1,0.807,1,5,2,0,0,0,0.32,aucun,0
F,39,rural,quincaillerie_materiaux,1,5,46,172000,150000,22000,21000,20000,150000,12,14800,0.673,1.419,2000,0.768,0,0,1,2,0,0,1,0.527,0.573,aucun,0
M,43,rural,services,1,1,52,259000,115000,144000,148000,48000,285000,12,28000,0.194,5.286,4000,0.84,0,0,0,0,0,0,0,0,0.858,aucun,0
M,47,urbain,commerce_detail,0,1,52,364000,316000,48000,39000,33000,204000,12,20100,0.419,1.94,6000,0.481,1,0.562,1,2,0,0,0,0,0.706,aucun,0
F,38,rural,services,0,5,43,820000,206000,614000,624000,107000,358000,18,23500,0.038,26.552,110000,0.254,1,0.431,1,1,2,0,1,0.437,0.945,aucun,0
M,61,rural,artisanat,0,7,27,4504000,3028000,1476000,1542000,125000,2971000,6,584300,0.396,2.639,77000,0.444,0,0,0,0,0,0,1,0.177,0.813,aucun,0
M,30,urbain,agriculture,0,3,53,300000,212000,88000,81000,67000,251000,12,24700,0.281,3.279,3000,0.569,0,0,1,1,0,0,1,0.73,0.434,aucun,0
F,33,rural,vente_vivres,1,4,18,645000,551000,94000,96000,81000,425000,12,41800,0.445,2.297,16000,0.257,1,0.756,1,0,4,0,1,0.362,0.724,aucun,0
F,30,urbain,vente_vivres,1,8,20,600000,546000,54000,54000,33000,589000,18,38600,0.715,1.399,4000,0.537,0,0,1,6,0,0,0,0,0.708,aucun,0
F,52,urbain,services,1,4,78,462000,181000,281000,238000,81000,494000,12,48600,0.173,4.897,35000,0.536,0,0,1,1,1,0,1,0.494,0.583,aucun,0
M,45,urbain,quincaillerie_materiaux,1,2,20,573000,516000,57000,48000,54000,621000,18,40700,0.714,1.179,5000,0.803,1,0.441,1,3,1,0,1,0.556,0.783,aucun,0
F,33,urbain,commerce_detail,0,2,68,8130000,6537000,1593000,1518000,51000,2903000,12,285500,0.179,5.317,161000,0.444,1,0.322,1,4,1,1,1,0.21,0.764,aucun,0
M,30,rural,commerce_detail,1,2,20,6147000,4889000,1258000,1152000,46000,2809000,12,276200,0.22,4.171,76000,0.197,1,0.898,1,1,2,0,1,0.901,0.701,retards,1
M,50,urbain,commerce_detail,0,1,34,1129000,998000,131000,113000,52000,565000,24,27800,0.212,4.065,18000,0.646,1,0.616,1,4,3,0,1,0.285,0.753,aucun,0
F,41,urbain,vente_vivres,1,1,36,405000,357000,48000,37000,43000,421000,6,82800,1.725,0.447,4000,0.394,1,0.857,1,1,0,0,0,0,0.401,impaye,1
F,51,urbain,commerce_detail,1,4,15,1633000,1434000,199000,151000,94000,1493000,18,97900,0.492,1.542,17000,0.349,1,0.42,1,0,2,0,0,0,0.639,impaye,1
M,37,urbain,commerce_detail,1,2,49,743000,648000,95000,74000,56000,262000,12,25800,0.272,2.868,10000,0.385,1,0.695,1,3,0,0,0,0,0.773,aucun,0
M,43,urbain,commerce_detail,1,6,17,627000,557000,70000,61000,66000,390000,12,38400,0.549,1.589,12000,0.792,1,0.75,0,0,0,0,0,0,0.887,aucun,0
F,41,urbain,artisanat,0,3,17,512000,275000,237000,180000,55000,532000,18,34900,0.147,5.157,35000,0.442,1,0.513,0,0,0,0,0,0,0.798,aucun,0
F,32,rural,commerce_detail,0,3,16,483000,397000,86000,68000,61000,205000,18,13400,0.156,5.074,1000,0.416,1,0.449,0,0,0,0,1,0.929,0.812,aucun,0
F,37,rural,commerce_detail,1,2,11,4979000,4025000,954000,993000,49000,3587000,18,235100,0.246,4.224,62000,0.693,1,0.765,1,1,3,0,1,0.537,0.822,aucun,0
M,27,urbain,vente_vivres,0,5,58,144000,117000,27000,24000,20000,150000,12,14800,0.548,1.622,1000,0.412,1,0.789,1,3,1,0,0,0,0.987,aucun,0
F,42,rural,commerce_detail,0,3,27,818000,685000,133000,137000,71000,250000,12,24600,0.185,5.569,22000,0.535,1,0.812,1,4,1,0,1,0.35,0.771,aucun,0
M,45,rural,agriculture,1,6,31,507000,337000,170000,137000,104000,313000,12,30800,0.181,4.448,8000,0.787,0,0,1,1,3,0,0,0,0.806,aucun,0
F,47,rural,artisanat,1,3,34,1259000,600000,659000,565000,44000,1297000,12,127500,0.193,4.431,91000,0.87,0,0,0,0,0,0,1,0.52,0.893,aucun,0
M,44,urbain,vente_vivres,1,3,28,2535000,2212000,323000,307000,77000,659000,12,64800,0.201,4.738,36000,0.754,0,0,1,2,2,1,0,0,0.636,aucun,0
F,37,urbain,vente_vivres,1,2,19,235000,198000,37000,39000,67000,185000,18,12100,0.327,3.223,5000,0.526,1,0.812,1,2,2,0,1,0.469,0.813,aucun,0
F,52,rural,vente_vivres,0,6,26,1155000,987000,168000,161000,124000,1147000,12,112800,0.671,1.427,20000,0.802,1,0.795,1,2,0,0,1,0.873,0.604,impaye,1
M,46,urbain,commerce_detail,1,4,33,465000,391000,74000,76000,76000,286000,12,28100,0.38,2.705,4000,0.526,0,0,1,2,4,0,0,0,0.792,aucun,0
M,50,urbain,commerce_detail,0,3,18,1236000,1010000,226000,173000,82000,581000,18,38100,0.169,4.541,20000,0.503,1,0.759,0,0,0,0,1,0.142,0.759,aucun,0
F,51,rural,commerce_detail,0,3,27,614000,529000,85000,71000,77000,533000,12,52400,0.616,1.355,3000,0.308,0,0,1,2,0,1,1,0.685,0.888,aucun,0
F,37,urbain,commerce_detail,1,4,63,2946000,2478000,468000,475000,92000,1655000,18,108500,0.232,4.378,20000,0.708,1,0.703,1,4,0,0,1,0.2,0.511,aucun,0
F,41,rural,quincaillerie_materiaux,0,3,26,1135000,986000,149000,135000,66000,606000,12,59600,0.4,2.265,3000,0.554,1,0.61,0,0,0,0,1,0.244,0.321,aucun,0
F,45,urbain,commerce_detail,1,0,45,846000,701000,145000,116000,29000,399000,18,26200,0.181,4.427,23000,0.588,0,0,1,0,1,0,1,0.355,0.902,aucun,0
F,28,rural,commerce_detail,1,4,7,1179000,923000,256000,205000,104000,1258000,12,123700,0.483,1.657,13000,0.477,0,0,1,2,0,0,1,0.679,0.482,impaye,1
M,28,urbain,vente_vivres,1,3,49,474000,423000,51000,50000,89000,419000,12,41200,0.808,1.214,1000,0.587,1,0.661,1,0,0,0,1,0.4,0.922,aucun,0
F,26,urbain,vente_vivres,1,2,13,148000,136000,12000,10000,20000,150000,12,14800,1.233,0.676,1000,0.66,1,0.25,0,0,0,0,1,0.68,0.756,retards,1
M,37,rural,commerce_detail,1,3,49,812000,646000,166000,149000,74000,408000,12,40100,0.242,3.716,8000,0.362,0,0,1,2,3,1,1,0.253,0.721,retards,1
F,35,urbain,commerce_detail,0,2,58,3111000,2535000,576000,463000,36000,3149000,12,309700,0.538,1.495,13000,0.551,1,0.775,0,0,0,0,1,0.689,0.587,impaye,1
F,25,rural,commerce_detail,1,1,46,85000,75000,10000,8000,20000,150000,12,14800,1.48,0.541,1000,0.964,0,0,0,0,0,0,1,0.68,0.908,impaye,1
M,39,rural,commerce_detail,0,2,29,890000,770000,120000,104000,65000,489000,12,48100,0.401,2.162,14000,0.598,0,0,1,1,2,0,0,0,0.512,aucun,0
F,37,urbain,services,1,2,16,162000,45000,117000,92000,61000,150000,12,14800,0.126,6.216,12000,0.304,0,0,0,0,0,0,1,0.777,0.368,aucun,0
M,49,urbain,artisanat,0,4,47,585000,351000,234000,222000,80000,196000,12,19300,0.082,11.502,37000,0.388,0,0,1,1,0,1,1,0.601,0.806,aucun,0
F,56,rural,vente_vivres,1,3,27,639000,582000,57000,46000,37000,241000,12,23700,0.416,1.941,1000,0.663,0,0,1,3,2,0,1,0.463,0.609,aucun,0
M,42,rural,vente_vivres,0,2,32,1127000,931000,196000,191000,73000,1145000,12,112600,0.574,1.696,21000,0.335,0,0,1,1,1,0,0,0,0.471,aucun,0
M,32,rural,services,0,3,22,714000,264000,450000,408000,76000,508000,12,50000,0.111,8.16,48000,0.75,1,0.444,0,0,0,0,1,0.337,0.751,aucun,0
M,44,urbain,quincaillerie_materiaux,0,3,34,1919000,1745000,174000,149000,98000,702000,12,69000,0.397,2.159,22000,0.238,0,0,1,3,2,0,0,0,0.63,aucun,0
F,38,rural,commerce_detail,1,4,33,1610000,1274000,336000,314000,94000,1074000,12,105600,0.314,2.973,20000,0.686,1,0.861,1,3,0,0,1,0.809,0.665,aucun,0
F,36,urbain,commerce_detail,0,1,20,505000,451000,54000,47000,34000,325000,12,32000,0.593,1.469,4000,0.227,0,0,0,0,0,0,1,0.516,0.753,aucun,0
F,30,rural,vente_vivres,1,6,44,1514000,1385000,129000,100000,110000,1661000,12,163300,1.266,0.612,8000,0.569,1,0.567,0,0,0,0,0,0,0.856,retards,1
F,34,urbain,quincaillerie_materiaux,1,4,78,458000,412000,46000,39000,41000,150000,18,9800,0.213,3.979,3000,0.743,1,0.535,0,0,0,0,1,0.2,0.488,aucun,0
F,36,urbain,commerce_detail,0,3,61,395000,333000,62000,56000,81000,347000,12,34100,0.55,1.642,7000,0.476,0,0,1,3,2,0,1,0.537,0.727,aucun,0
F,45,rural,commerce_detail,1,2,82,215000,183000,32000,25000,29000,192000,12,18900,0.591,1.323,1000,0.669,0,0,1,1,0,0,0,0,0.89,aucun,0
F,43,rural,commerce_detail,1,1,26,1821000,1562000,259000,251000,61000,1655000,9,217000,0.838,1.157,40000,0.313,1,0.369,1,2,1,0,0,0,0.572,impaye,1
F,54,urbain,commerce_detail,0,2,21,463000,370000,93000,80000,55000,422000,12,41500,0.446,1.928,17000,0.722,1,0.66,1,2,0,0,1,0.805,0.9,aucun,0
F,44,rural,vente_vivres,0,2,12,76000,63000,13000,11000,63000,150000,18,9800,0.754,1.122,1000,0.496,1,0.691,1,1,0,0,1,0.7,0.736,aucun,0
F,42,urbain,quincaillerie_materiaux,0,3,30,947000,787000,160000,120000,85000,578000,12,56800,0.355,2.113,29000,0.448,1,0.568,1,1,1,0,0,0,0.753,aucun,0
F,35,urbain,vente_vivres,1,4,32,413000,349000,64000,50000,61000,150000,18,9800,0.153,5.102,6000,0.409,1,0.7,1,4,1,0,0,0,0.907,aucun,0
M,29,urbain,commerce_detail,1,1,36,463000,403000,60000,49000,32000,497000,12,48900,0.815,1.002,0,0.476,1,0.905,1,1,0,0,0,0,0.82,aucun,0
F,33,urbain,commerce_detail,1,2,19,489000,433000,56000,48000,44000,223000,6,43900,0.784,1.093,9000,0.727,0,0,1,1,0,0,1,0.839,0.704,impaye,1
F,32,urbain,artisanat,0,1,40,449000,240000,209000,166000,32000,229000,12,22500,0.108,7.377,13000,0.186,1,0.467,1,2,0,0,1,0.37,0.983,aucun,0
F,20,urbain,vente_vivres,1,2,35,6068000,5303000,765000,699000,52000,2305000,12,226700,0.296,3.083,8000,0.72,1,0.868,1,1,1,0,1,0.505,0.353,aucun,0
M,29,urbain,commerce_detail,0,6,40,2454000,2089000,365000,295000,101000,1306000,12,128400,0.352,2.297,12000,0.565,1,0.397,0,0,0,0,1,0.682,0.795,aucun,0
F,52,rural,commerce_detail,1,3,45,1082000,905000,177000,183000,66000,572000,12,56200,0.318,3.256,23000,0.661,1,0.803,0,0,0,0,1,0.528,0.723,aucun,0
M,41,rural,services,1,3,22,733000,274000,459000,422000,58000,407000,9,53400,0.116,7.902,19000,0.385,0,0,0,0,0,0,1,0.393,0.616,aucun,0
M,35,rural,services,0,3,37,1559000,371000,1188000,1175000,60000,925000,12,91000,0.077,12.912,157000,0.152,0,0,1,4,1,0,1,0.611,0.673,aucun,0
F,42,urbain,artisanat,1,4,60,735000,343000,392000,344000,77000,601000,12,59100,0.151,5.821,59000,0.154,0,0,1,1,1,0,1,0.682,0.827,aucun,0
M,20,rural,quincaillerie_materiaux,1,1,43,1195000,1026000,169000,137000,47000,1285000,18,84200,0.498,1.627,28000,0.529,1,0.819,0,0,0,0,1,0.388,0.507,aucun,0
M,41,urbain,vente_vivres,1,2,35,960000,880000,80000,71000,58000,666000,12,65500,0.819,1.084,13000,0.681,1,0.472,1,4,2,0,1,0.434,0.674,aucun,0
F,49,rural,vente_vivres,1,4,24,666000,609000,57000,50000,70000,729000,6,143400,2.516,0.349,2000,0.577,0,0,0,0,0,0,1,0.434,0.692,retards,1
F,37,urbain,commerce_detail,1,2,31,17364000,14863000,2501000,2344000,85000,5154000,12,506800,0.203,4.625,251000,0.297,1,0.43,1,3,0,0,0,0,0.856,aucun,0
M,22,urbain,quincaillerie_materiaux,0,1,16,418000,369000,49000,50000,39000,238000,6,46800,0.955,1.068,8000,0.817,0,0,1,1,1,0,1,0.468,0.833,retards,1
M,34,urbain,quincaillerie_materiaux,0,5,53,628000,559000,69000,57000,45000,173000,9,22700,0.329,2.511,3000,0.347,0,0,0,0,0,0,1,0.49,0.448,aucun,0
F,50,rural,commerce_detail,1,2,24,260000,216000,44000,34000,41000,197000,12,19400,0.441,1.752,8000,0.431,1,0.737,0,0,0,0,0,0,0.649,retards,1
F,40,rural,artisanat,1,4,21,287000,148000,139000,134000,84000,311000,12,30600,0.22,4.379,18000,0.19,1,0.561,0,0,0,0,1,0.429,0.6,aucun,0
M,25,rural,vente_vivres,1,4,17,592000,474000,118000,89000,78000,255000,12,25100,0.213,3.546,20000,0.41,1,0.727,1,1,2,0,1,0.717,0.54,aucun,0
F,59,rural,commerce_detail,1,3,23,880000,688000,192000,190000,76000,757000,12,74400,0.387,2.554,11000,0.527,1,0.917,1,1,0,0,0,0,0.503,aucun,0
M,27,rural,commerce_detail,1,3,27,1112000,997000,115000,111000,65000,999000,12,98200,0.854,1.13,4000,0.495,1,0.658,0,0,0,0,0,0,0.607,aucun,0
F,36,urbain,artisanat,0,1,66,1502000,933000,569000,568000,41000,508000,12,50000,0.088,11.36,97000,0.571,1,0.666,0,0,0,0,1,0.664,0.612,aucun,0
M,29,rural,artisanat,1,4,24,234000,142000,92000,72000,65000,150000,12,14800,0.161,4.865,5000,0.437,0,0,1,2,1,0,0,0,0.803,retards,1
M,29,urbain,vente_vivres,1,3,75,868000,782000,86000,70000,73000,320000,9,42000,0.488,1.667,14000,0.586,0,0,0,0,0,0,0,0,0.618,retards,1
M,34,urbain,agriculture,0,1,67,597000,412000,185000,169000,50000,328000,12,32300,0.175,5.232,6000,0.714,1,0.568,1,6,1,1,1,0.476,0.902,aucun,0
M,44,urbain,artisanat,0,2,65,1118000,675000,443000,376000,53000,1046000,12,102900,0.232,3.654,29000,0.712,0,0,1,2,1,0,0,0,0.816,impaye,1
M,50,rural,artisanat,0,1,48,343000,217000,126000,126000,46000,170000,18,11100,0.088,11.35,14000,0.492,1,0.834,0,0,0,0,0,0,0.653,aucun,0
M,35,rural,artisanat,1,6,14,449000,215000,234000,208000,106000,468000,12,46000,0.197,4.522,38000,0.908,0,0,0,0,0,0,0,0,0.728,aucun,0
M,29,urbain,vente_vivres,1,2,61,5684000,4675000,1009000,887000,50000,5171000,12,508500,0.504,1.744,84000,0.791,1,0.638,1,2,3,0,0,0,0.845,aucun,0
F,42,urbain,services,1,3,15,325000,110000,215000,173000,68000,154000,12,15100,0.07,11.456,23000,0.836,1,0.444,1,1,1,0,1,0.688,0.815,aucun,0
M,43,urbain,quincaillerie_materiaux,1,4,20,599000,498000,101000,93000,79000,367000,12,36100,0.357,2.576,6000,0.188,0,0,1,1,1,0,1,0.354,0.583,aucun,0
F,40,rural,services,1,1,27,692000,252000,440000,376000,54000,536000,18,35100,0.08,10.712,15000,0.389,1,0.601,0,0,0,0,1,0.524,0.901,aucun,0
M,40,rural,commerce_detail,1,1,24,1158000,1019000,139000,123000,50000,887000,24,43600,0.314,2.821,19000,0.6,1,0.485,1,4,0,0,0,0,0.553,aucun,0
